0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.440568037465595252e-01
2.000000000000000000e+00,1.178410491188745635e+00
3.000000000000000000e+00,3.136863726950094300e+00
4.000000000000000000e+00,6.357474508988293138e+00
5.000000000000000000e+00,1.103856695670393151e+01
6.000000000000000000e+00,1.735409279904895996e+01
7.000000000000000000e+00,2.546097588305767800e+01
8.000000000000000000e+00,3.550334621202954111e+01
9.000000000000000000e+00,4.761525498275165802e+01
1.000000000000000000e+01,6.192254246690720265e+01
1.100000000000000000e+01,7.854418955107379929e+01
1.200000000000000000e+01,9.759333366876774107e+01
1.300000000000000000e+01,1.191780556457364639e+02
1.400000000000000000e+01,1.434020040016099244e+02
1.500000000000000000e+01,1.703649002436260105e+02
1.600000000000000000e+01,2.001629547299913838e+02
1.700000000000000000e+01,2.322282545058087067e+02
1.800000000000000000e+01,2.651195831778836691e+02
1.900000000000000000e+01,2.980109118499586884e+02
2.000000000000000000e+01,3.309022405220337077e+02
2.100000000000000000e+01,3.637935691941087271e+02
2.200000000000000000e+01,3.966848978661837464e+02
2.300000000000000000e+01,4.295762265382587657e+02
2.400000000000000000e+01,4.624675552103337850e+02
2.500000000000000000e+01,4.953588838824088043e+02
2.600000000000000000e+01,5.282502125544838236e+02
2.700000000000000000e+01,5.611415412265588429e+02
2.800000000000000000e+01,5.940328698986338622e+02
2.900000000000000000e+01,6.269241985707088816e+02
3.000000000000000000e+01,6.598155272427839009e+02
3.100000000000000000e+01,6.927068559148589202e+02
3.200000000000000000e+01,7.255981845869339395e+02
3.300000000000000000e+01,7.584895132590089588e+02
3.400000000000000000e+01,7.913808419310839781e+02
3.500000000000000000e+01,8.242721706031589974e+02
3.600000000000000000e+01,8.571634992752340167e+02
3.700000000000000000e+01,8.900548279473090361e+02
3.800000000000000000e+01,9.229461566193840554e+02
3.900000000000000000e+01,9.558374852914590747e+02
4.000000000000000000e+01,9.887288139635340940e+02
4.100000000000000000e+01,1.021620142635609113e+03
4.200000000000000000e+01,1.054511471307684133e+03
4.300000000000000000e+01,1.087402799979759038e+03
4.400000000000000000e+01,1.120294128651833944e+03
4.500000000000000000e+01,1.153185457323908850e+03
4.600000000000000000e+01,1.186076785995983755e+03
