0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.112092807012015488e-02
2.000000000000000000e+00,8.515132535199859687e-02
3.000000000000000000e+00,3.214189065666599454e-01
4.000000000000000000e+00,8.506467168134079770e-01
5.000000000000000000e+00,1.828195193499108084e+00
6.000000000000000000e+00,3.430535544508561685e+00
7.000000000000000000e+00,5.852934408143155132e+00
8.000000000000000000e+00,9.307774713986415094e+00
9.000000000000000000e+00,1.402326324980187877e+01
1.000000000000000000e+01,2.024239501048911904e+01
1.100000000000000000e+01,2.822209868336064886e+01
1.200000000000000000e+01,3.823251570067703398e+01
1.300000000000000000e+01,5.055638119426841826e+01
1.400000000000000000e+01,6.548848482539085580e+01
1.500000000000000000e+01,8.333519561925265862e+01
1.600000000000000000e+01,1.044140390352935412e+02
1.700000000000000000e+01,1.290533173335290940e+02
1.800000000000000000e+01,1.575917663064188616e+02
1.900000000000000000e+01,1.900252155878661142e+02
2.000000000000000000e+01,2.243181121138460981e+02
2.100000000000000000e+01,2.586110086398260819e+02
2.200000000000000000e+01,2.929039051658060657e+02
2.300000000000000000e+01,3.271968016917860496e+02
2.400000000000000000e+01,3.614896982177660334e+02
2.500000000000000000e+01,3.957825947437460172e+02
2.600000000000000000e+01,4.300754912697260011e+02
2.700000000000000000e+01,4.643683877957059849e+02
2.800000000000000000e+01,4.986612843216859687e+02
2.900000000000000000e+01,5.329541808476659526e+02
