dAE,YN mean [g],stdev
20,1.768,0.862077728822992
25,2.349,0.861529463280002
30,1.853,0.712073970500796
35,1.694,0.51564872556543
40,-0.229,0.824380726848686
43,-2.14338812189912,2.73130331222491
